Plot	Plot_bexis	exploratory	habitat	Root_decomposition	Nmic	PNR_2014	PNR_2016	average_PNR	Ammonium_NH4_2014	Ammonium_NH4_2016	MinSoil_Ammonium_NH4_2017	average_NH4	Nitrate_NO3_2014	Nitrate_NO3_2016	MinSoil_Nitrate_NO3_2017	average_NO3	CN_ratio_MinSoil_2011	CN_ratio_MinSoil_2014	CN_ratio_MinSoil_2017	CN_ratio_MinSoil_2021	average_CN_MinSoil	amoA_AOA	amoA_AOB	nxrA_NB	X16S_NS	CN_ratio_OrgLay_2011	CN_ratio_OrgLay_2014	CN_ratio_OrgLay_2017	average_CN_OrgLay	forest_soilNitrateflxs	forest_soilAmmoniaflxs	OlsenPi_2014	NaHCO3_Pi	Pmic	OlsenPi_2021	Upper_MinSoil_CP_ratio	Upper_MinSoil_PS_ratio	OrgLay_orthophosphate	MinSoil_orthophosphate	P_loss	average_OlsenPi	Upper_MinSoil_CS_ratio	O_Horizon_CS_ratio_2014	O_Horizon_CS_ratio_2017	average_O_Horizon_CS_ratio	dung_removal	dung_depletion	hydrophobicity	Cmic	Glu	N_Ac	Xyl	soilCflxs	Organic_layer_thickness	OC_stock_MinSoil_2011	OC_stock_MinSoil_2014	OC_stock_MinSoil_2017	OC_stock_MinSoil_2021	average_OC_stock_MinSoil	Pho_2011	Pho_2014	average_Pho	seed_depletion	Fine_Roots_Biomass	Coarse_Roots_Biomass	Root_Biomass	Browsing_perc_overall	Browsing_perc_broadleaf	Browsing_perc_conifers	Beech_herbivory_canopy_overall	Beech_herbivory_understory_overall	Beech_herbivory_canopy_mining	Beech_herbivory_understory_mining	Beech_herbivory_canopy_chewing	Beech_herbivory_understory_chewing	Beech_herbivory_canopy_sucking	Beech_herbivory_understory_sucking	Beech_herbivory_canopy_galls	Beech_herbivory_understory_galls	Cryptococcus_infestation	chewing_damage	scraping_sucking_damage	mining_damage	gall_damage	total_damaged_area	Fine_Roots_Carbon	Fine_Roots_Nitrogen	Fine_roots_CN_ratio	Soil_respiration_2011	Soil_respiration_2017	Annual_Leaching_P	Annual_Leaching_NH4	Annual_Leaching_NO3	Soil_respiration_2018	Soil_respiration_2019	average_Soil_respiration	Methane_oxidation	Total_litter_C_2015	Total_litter_C_2016	Total_litter_C_2017	Total_litter_C_2018	Total_litter_N_2015	Total_litter_N_2016	Total_litter_N_2017	Total_litter_N_2018	average_Total_litter_C	average_Total_litter_N	caterpillars_predation	OrgLay_waterholding	MinSoil_waterholding	MinSoil_Bulk_density_2011	Barkbeetle_antagonist_ratio
AEW32	AEW32	ALB	forest	12.7	234.730049145906	17.469	17.46850197	17.468750985	0.227	0.520461582	3.92	0.0469696894402048	NA	0.021322954	150.99	1.0875167305803	12.96	13.37	13.4	13.34	13.37	74400000	6260000	93300	98200000	35.58	30.8566666666667	27.1933333333333	31.21	0.221227748910467	0.0383205863469819	6.86	19.5789473684211	74.45	6.19	74.9	1.5	0.17	0.12	43.2550800997869	6.525	110.7	375.91	288.26	332.085	0.539522694306743	0.438	0.18	1466.47537941252	1288.42316908548	1979.79521310109	282.593186043535	2.27320685285857	1.04285714285714	104.68	105.57	103.4	116.7	107.5875	6064.33802367131	10257.09	8160.71401183565	0.808	6.416	NA	6.416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.117095284141318	0.072481244378544	0.104386012002656	0	0.132481119091728	446.030145254327	8.3572530650871	50.48	139.61784	2.7023155341281	2.105	5.495	10.568	1.36	2.43	1.40642900914443	1.0021893025	498.52	497.64	492.61	486.28	10.35	10.1966666666667	8.95	11.35	493.7625	10.2116666666667	0.72	0.99	0.7	0.45	0.035529911934406
AEW33	AEW33	ALB	forest	11.9	144.263019576757	14.523	14.5230211	14.52301055	0.152	2.89625701	94.6	0.388103455959031	0.004	0.015472911	109.94	0.536379650767324	14.41	14.42	15.16	15.34	14.9733333333333	27500000	5790000	157000	68300000	37.09	30.38	34	33.8233333333333	-0.0133975879069053	-0.41200632780544	4.66	12.9221052631579	44.47	3.34	79	1.6	0.2	0.08	44.3655318897811	4	124.4	347.413333333333	360.636666666667	354.025	0.808501529400937	0.318	0.14	1119.37575072879	1230.440392291	1336.49	252.198119217668	1.49773114844887	1.83571428571429	91.8	85.2	91.92	97.53	91.6125	7426.91161583326	11808.44	9617.67580791663	1	3.046	0.234	3.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.143387354349307	0.132848829387435	0.0378930584239581	NA	0.175964777947635	433.933036967807	9.34546527302625	57.92	37.37209	3.98649254415986	1.32	2.673	27.475	1.25	1.63	0.969516873040192	0.6224642545	484.555	502.986666666667	487.586666666667	493.115	11.33	10.7566666666667	10.15	11.26	492.060833333333	10.8741666666667	0.936	0.94	0.67	0.62	0.036490008688097
AEW34	AEW34	ALB	forest	12.1	107.626981202375	9.885	9.8854294	9.8852147	NA	2.283269916	105.49	1.22717685789324	0.015	0.019230333	264.41	0.994285852526083	13.7	13.57	14	13.34	13.6366666666667	1170000	33900000	979000	9.2e+07	33.435	25.4566666666667	24.39	27.7605555555556	0.179437398650932	-0.395084607155423	3.66	18.5924112607099	38.84	4.85	70.5	1.7	0.21	0.08	42.087671570859	4.255	117	290.87	278.086666666667	284.478333333333	1.59212053584251	0.178	0.17	812.999200498442	635.971136834292	427.025571738719	160.35322293511	-0.0810436456725311	2.05714285714286	73.84	68.81	72.04	68.08	70.6925	5077.10523821426	6979.73	6028.41761910713	0.264	0.036	NA	0.036	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0889846468460189	0.0834376459897807	0.013817246411261	0	0.0895000260888633	450.970058396069	10.7445140794224	39.31	52.30254	3.47889640531383	1.075	3.183	54.71	1.73	1.02	0.969974148693673	0.8578909185	492.625	501.913333333333	494.953333333333	497.155	12.705	11.77	11.6733333333333	12.93	496.661666666667	12.2695833333333	0.212	0.87	0.69	0.6	0.04978813559322
AEW35	AEW35	ALB	forest	9.3	144.644838307526	13.999	13.99889367	13.998946835	NA	0.453313343	81.09	0.943328954465477	0.011	0.027509128	209.47	0.996091747304251	14.34	13.88	14.15	14.24	14.09	1840000	3110000	0	10200000	32.265	53.425	27.5233333333333	37.7377777777778	-0.471516330745986	-0.681422936356836	2.49	17.2908366533865	44.58	3.52	95.4	1.3	0.17	0.06	42.6432847193053	3.005	123.7	691.495	321.243333333333	506.369166666667	0.561825689616247	0.242	0.22	991.57374997389	1223.55336425694	1001.87510363612	315.44828861266	1.40581655601955	0.971428571428571	88.18	72.15	79.43	76.5	79.065	6880.6961804716	8714.95	7797.8230902358	1	1.936	0.294	2.23	NA	NA	NA	99.2	NA	22.8	NA	98.8	NA	3.6	NA	1.2	NA	1	0.241658169698117	0.296716978680444	0.0620539220216141	0.179272686899127	0.290909902799278	440.527594317138	11.19797855385	41.76	105.16383	3.05057416734561	3.17	28.08	23.523	1.71	1.36	1.20603633454065	0.5788983835	469.165	481.14	478.336666666667	478.36	13.56	14.5233333333333	12.5333333333333	16.795	476.750416666667	14.3529166666667	0.42	0.92	0.65	0.61	0.036533559898046
AEW36	AEW36	ALB	forest	22.6	103.039090230168	17.674	17.67377787	17.673888935	0.287	0.362248238	80.2	0.351158036604023	0.013	0.026518454	112.93	0.754016503392276	12.07	12.72	12.86	12.66	12.7466666666667	65800000	8810000	268000	4.8e+07	29.5833333333333	31.8866666666667	44.48	35.3166666666667	-0.172158926444389	-0.0191942506938066	5.36	13.8939144736842	39.78	4.86	73.3	1.4	0.16	0.08	43.1136585986069	5.11	106	409.473333333333	427.106666666667	418.29	0.21316026800813	0.206	0.16	792.401240177778	1732.57	645.302048824577	388.45	1.62951600254759	0.621428571428571	66.77	66.57	61.92	58.61	63.4675	3018.90526579209	4535.09	3776.99763289605	0.968	7.396	4.986	12.382	7.41	3.64	15.38	96.4	NA	26.4	NA	94	NA	9	NA	0.6	NA	1	0.18892032984697	0.0796275653272002	0.16340299113789	0.149446235289779	0.265239375984958	376.428204372046	10.6908971634863	41.88	90.14165	2.1640229681219	1.17	3.137	3.537	2.51	1.92	1.18821572535046	0.610685155	473.07	492.803333333333	478.995	483.08	11.975	11.9633333333333	11.135	11.69	481.987083333333	11.6908333333333	0.59	0.9	0.67	0.71	0.027194066749073
AEW37	AEW37	ALB	forest	12.5	101.537979965567	18.056	18.05563181	18.055815905	0.251	0.531276429	79.13	0.341970623762212	0.027	0.02508249	68.25	0.655900386786289	12.45	12.33	12.75	13.35	12.81	237000	36500000	520000	4.08e+08	26.8866666666667	24.3666666666667	26.52	25.9244444444444	2.66077434072118	-0.379237130569142	3.15	10.9205284126651	14.14	5.12	72.6	1.5	0.28	0.05	44.6692164041554	4.135	105.8	317.546666666667	312.636666666667	315.091666666667	0.705000009092574	0.18	0.15	654.468967164179	624.617015198661	448.16802462053	129.438067221662	-0.183529201488206	2.30714285714286	61.62	60.82	58.41	70.42	62.8175	4089.49516011066	6046.29	5067.89258005533	1	2.416	NA	2.416	0	0	0	97.6	71.6584118495883	19.2	1.12745098039216	97.2	47.0924369747899	6.8	19.896528308293	0.2	4.97972370766488	1	0.175523557262803	0.309295711059937	0.212722441631764	0.510270237367444	0.325723778589463	477.520998196648	11.3499279443055	42.88	62.2906	3.07046847463199	1.19	6.283	7.605	2.21	1.81	1.11414846658657	0.611160301	480.795	493.856666666667	480.826666666667	470.83	9.465	13.1633333333333	10.4866666666667	11.77	481.577083333333	11.22125	0.734	0.91	0.66	0.7	0.0103995621237
AEW38	AEW38	ALB	forest	10.6	119.821666907498	22.306	22.30553014	22.30576507	0.312	0.240280131	75.7	0.337207169014665	0.021	0.030876684	139.56	0.910904810527074	13.43	13.68	13.75	13.74	13.7233333333333	157000	10700000	22600	1.12e+08	23.6266666666667	25.4333333333333	25.5066666666667	24.8555555555556	0.329191592844425	-0.625267540918829	4.67	1.02979341845739	33.42	4.77	85.6	1.3	0.2	0.04	43.6374600232372	4.72	115.5	308.66	311.3	309.98	0.182850601193184	0.086	0.25	802.274893406193	624.682702391769	1192.02753662237	103.816290544645	0.445198141303593	3.41428571428571	58.5	58.96	55.81	58.24	57.8775	3051.72369664581	2504.87	2778.29684832291	0.728	2.716	NA	2.716	NA	NA	NA	90.8	NA	32	NA	90	NA	3.2	NA	0.6	NA	1	0.232266940998729	0.100198371678631	0.0936949806537672	0.0392377061039393	0.266062202908494	482.685738877242	8.95569207598784	56.57	54.97168	1.63314694515842	1.325	8.3	16.67	1.51	1.59	0.805236758936347	0.3782850475	480.58	488.236666666667	483.926666666667	477.44	13.735	12.6033333333333	11.24	9.27	482.545833333333	11.7120833333333	0.402	0.85	0.71	0.74	0.015952980688497
AEW39	AEW39	ALB	forest	11	161.65495686517	15.629	15.62891643	15.628958215	0.244	0.493507038	46.93	0.216128904273392	0.002	0.016353482	140.42	0.619333237056657	13.11	13.22	13.36	12.99	13.19	52600000	13100000	79700	76800000	35.03	30.25	27.74	31.0066666666667	0.0528364566767624	-0.103897919790241	4.52	23.5921828146004	34.07	5.39	69.8	1.6	0.22	0.07	43.7151972139473	4.955	113.9	405.966666666667	358.75	382.358333333333	0	0.196	0.22	765.197820368794	761.764181086631	996.826972498336	160.461817840469	0.548116144387821	2.52142857142857	61.9	58.74	52.75	63.48	59.2175	3755.24057603704	4534.14	4144.69028801852	0.426666666666667	1.646	NA	1.646	0	0	NA	97.6	71.5796703296703	29.2	0.384615384615385	95.2	53.1364468864469	7.2	18.889652014652	2.4	1.54532967032967	1	0.200670970649886	0.156364386204829	0.0833121597934299	0.120759090034626	0.22186930071023	386.730362160178	9.52977166089512	48.25	40.30091	2.8282558603206	1.253	5.28	0.907	1.59	2.32	0.965365158494948	0.827774944	481.255	488.87	484.776666666667	476.105	11.935	11.4466666666667	8.82	11.67	482.751666666667	10.9679166666667	0.354	0.99	0.77	0.67	0.022877254729432
AEW40	AEW40	ALB	forest	12.1	107.108096343887	5.11	5.109531438	5.109765719	NA	0.292007854	42.18	0.490684613384558	0.001	0.038542754	148.58	1.01689380339407	11.46	12.19	12.22	12.19	12.2	167000000	27700000	978000	6.1e+08	31.2	28.76	29.47	29.81	4.25285433862211	1.12245149810426	4.97	13.3347120256437	45.6	4.03	58	1.8	0.32	0.09	42.2558457390826	4.5	103.8	369.266666666667	367.455	368.360833333333	1.06279805983129	0.856	0.13	874.675980413616	832.239557392345	841.26	205.045826521697	0.605459246515813	3.35714285714286	79.76	86.01	81.43	84.28	82.87	4739.80969458752	6843.91	5791.85984729376	1	0.686	NA	0.686	34.44	34.44	NA	93.2	49.1798941798942	14	2.39197530864198	88	14.7927689594356	11.2	14.5083774250441	2.6	6.85956790123457	1	0.159998614406084	0.255785138725589	0.130059821142987	0.270479672153715	0.254081463612069	449.482372430564	13.6436327616783	34.35	78.31689	3.08576120342998	1.365	11.79	11.008	1.49	2.41	1.1736840127813	0.8320499955	477.475	481.796666666667	481.963333333333	468.84	8.495	14.28	8.66666666666667	14.41	477.51875	11.4629166666667	0.78	0.79	0.67	0.68	0.028478437754272
AEW41	AEW41	ALB	forest	9.3	105.387686155082	10.251	10.25112385	10.251061925	0.571	0.505119718	6.52	0.105195187601341	NA	0.038304136	100.62	1.34445426801277	12.31	13.34	12.88	12.84	13.02	23600000	45700000	473000	3.65e+08	40.27	32.1266666666667	24.5333333333333	32.31	2.32226330302624	-0.0696742151048127	7.21	12.9747828816574	29.48	3.97	72.2	1.6	0.3	0.09	43.9162543274892	5.59	117.9	413.333333333333	310.15	361.741666666667	0.275333204888519	0.182	0.11	767.248396263473	903.74521154297	765.809649350433	220.000447321355	0.629867352814806	2.75714285714286	62.54	73.11	61.43	67.03	66.0275	5327.21098952411	5570.77	5448.99049476206	0.656	2.686	NA	2.686	13.28	13.28	NA	NA	73.3531746031746	NA	1.78571428571429	NA	12.3015873015873	NA	35.0892857142857	NA	1.28968253968254	NA	0.208288539548151	0.128978634460187	0.266633623153149	0.148217492391887	0.258266327871847	417.987971107378	10.5702956361779	50.59	73.78999	2.47294917437767	1.193	9.548	39.638	1.62	1.58	1.00399390886384	0.668894065	478.985	494.563333333333	482.345	492.79	9.6	14.9533333333333	10.275	13.8	487.170833333333	12.1570833333333	0.548	0.86	0.68	0.66	NA
AEW42	AEW42	ALB	forest	11.1	113.940641893737	9.03	9.03004606	9.03002303	NA	0.19284589	45.36	0.527677905716538	NA	0.03007316	189.96	1.45171224429985	12.57	12.42	12.87	13.2	12.83	49700000	15100000	442000	1.97e+08	24.8133333333333	27.6633333333333	28.095	26.8572222222222	1.00090877948412	-0.112453845961598	5.34	17.1203155818541	45.65	5.11	81.8	1.4	0.15	0.07	44.3767088824411	5.225	112.7	360.67	339.195	349.9325	0.62313781573537	0.18	0.11	695.747125710738	1324.00416299357	1013.81	233.927340604919	1.16874381943884	1.50714285714286	67.43	51.07	71.24	75.62	66.34	4845.00181361662	4692.7	4768.85090680831	1	0.956	NA	0.956	23.53	23.53	NA	84.4	72.7708333333333	18.8	0	79.2	25.1992521367521	4.4	23.2924679487179	2.8	12.6527777777778	1	0.243952809627212	0.326513794959215	0.191616469159115	0.159627782895198	0.350325698988297	380.737759936729	14.3766855744509	26.63	57.25701	1.97354838700344	1.275	5.305	12.478	2	1.41	0.893432226208394	0.709175721	479.785	492.95	485.306666666667	465.04	11.3	14.7833333333333	10.17	17.15	480.770416666667	13.3508333333333	0.876	0.92	0.66	0.6	0.026011560693642
AEW43	AEW43	ALB	forest	10.2	71.6459431998406	6.052	6.052135903	6.0520679515	NA	0.170127349	60.3	0.701476581012064	NA	0.013129231	64.99	0.569725714366165	11.07	12.78	13.28	12.82	12.96	3370000	24500000	203000	1.57e+08	32.15	40.575	36.675	36.4666666666667	0.684479164277332	-0.463532016526278	42.5	46.4322862492199	20.92	26.02	28.5	3.8	0.56	0.46	11.1148577588143	34.26	107.9	519.97	431.72	475.845	0.930271551867263	0.524	0.11	521.08529316114	467.63308922799	310.256263034785	172.141689658852	-0.248449423103565	1.55	37.92	41.56	42.94	41.56	40.995	4124.13700372861	3975.78	4049.9585018643	1	0.126	NA	0.126	0	0	NA	98	78.2936507936508	19.6	0	97.6	17.6904761904762	5.4	35.4960317460317	0.2	3.47222222222222	2	0.264734575094757	0.261430537366242	0.224806274818679	0.258756385972665	0.341290081301332	384.292542908182	14.5203576967775	24.7	47.2603	2.48579119862099	4.928	7.243	14.428	2.32	2.13	1.023416048934	0.4403229125	464.47	484.523333333333	475.706666666667	471.41	11.03	13.2866666666667	10.8366666666667	15.12	474.0275	12.5683333333333	0.774	0.95	0.71	0.93	0.008919722497522
AEW44	AEW44	ALB	forest	11.8	139.495546616983	11.275	11.27482092	11.27491046	0.269	0.657829818	51.01	0.235448733561223	NA	0.022330236	81.86	0.866613707123094	12.31	13.34	13.27	12.94	13.1833333333333	48400000	10200000	198000	1.56e+08	26.6333333333333	29.9766666666667	27.4966666666667	28.0355555555556	0.676576091057748	-0.171394670697612	4.69	5.95655806182122	35.22	2.98	79	1.4	0.17	0.05	42.2047420723419	3.835	112.5	368.83	323.14	345.985	0.0982712906376009	0.192	0.15	898.689980767677	1139.9045669153	946.648753642666	276.337937912066	1.15591591532448	3.02142857142857	64.33	71.15	63.16	61.42	65.015	7659.86557333411	6494.89	7077.37778666706	1	1.776	NA	1.776	0	0	NA	98	NA	57.2	NA	97.2	NA	6	NA	2.4	NA	1	0.301107256400016	0.399275726875811	0.249453235223594	0.534634560855802	0.399638869932326	372.72095575967	10.5693819503446	32.27	89.77109	2.44321317736597	0.378	3.97	6.078	2.07	2.1	1.18709300860719	0.4415098995	474.64	486.88	478.136666666667	476.255	8.465	12.9	9.59666666666667	13.39	478.977916666667	11.0879166666667	0.706	0.93	0.65	0.71	0.027702702702703
AEW45	AEW45	ALB	forest	12.6	158.87857396968	1.127	1.126593553	1.1267967765	0.35	0.373252892	33.8	0.180049562107017	NA	0.035278737	120.29	1.33686511743438	12.23	12.41	12.37	12.61	12.4633333333333	33500000	121000000	1260000	2.36e+08	38.67	30.99	27.47	32.3766666666667	1.31402775406857	0.740286795783647	4.45	2.53942248617653	44.8	2.53	64.1	1.6	0.17	0.06	44.5708508584221	3.49	105	382.025	333.995	358.01	1.15935686600196	0.138	0.12	1052.5259324878	2170.07485581714	855.573293338735	312.559637373873	1.80320955061562	1.16071428571429	66.41	71.57	63.76	70.56	68.075	6759.15355809884	4977.18	5868.16677904942	0.968	4.516	NA	4.516	0	0	NA	100	NA	26.4	NA	100	NA	3.4	NA	2.6	NA	1	0.23428810967962	0.342039514345086	0.2644582726869	0.503963856540946	0.375205089576892	397.021272894916	13.5259943037443	29.44	16.56931	2.26456599444238	0.895	12.785	34.29	2.37	2.07	0.851468884139753	0.6209061635	475.89	485.363333333333	477.843333333333	465.615	12.825	15.3533333333333	14.07	11.67	476.177916666667	13.4795833333333	0.48	0.94	0.67	0.7	0.020148462354189
AEW46	AEW46	ALB	forest	7.3	88.6406172329552	8.228	8.227604836	8.227802418	0.254	0.461225317	92.61	0.394661924105824	NA	0.026176473	61.02	0.891138341692193	12.86	13.21	13.46	13.37	13.3466666666667	5330000	9560000	762000	1.16e+08	36.89	33.255	26.3	32.1483333333333	0.366461070672181	-0.586927485086515	10.02	26.4968421052632	27.92	8.78	41	2.7	0.38	0.18	27.9541625667771	9.4	111.4	459.1	318.906666666667	389.003333333333	1.14777941441466	0.53	0.12	605.11372738923	1368.76966994825	816.572600821426	259.635133313702	1.09936904343161	1.48571428571429	56.17	59.51	55.22	59.41	57.5775	7503.82490370506	5203.45	6353.63745185253	1	0.886	NA	0.886	12.26	12.26	NA	97.6	93.999518999519	34	0	96.4	35.6541606541607	3.2	44.2606335463478	1	0.340136054421769	1	0.395209282992087	0.240808674925669	0.311917772464233	0.118179755903797	0.479945633652434	444.752186263646	10.6415703702576	39.27	49.07319	2.74177410627033	1.445	7.158	6.225	1.83	2.55	1.05071856248025	0.7385947875	476.31	491.99	481.03	476.14	12.47	14.4366666666667	10.1233333333333	11.96	481.3675	12.2475	0.676	0.97	0.69	0.72	0.053641517662451
AEW47	AEW47	ALB	forest	13.6	120.381091240419	0.301	0.301158556	0.301079278	0.234	0.70392794	20.92	0.113870314228177	0.002	0.018043709	200.3	0.790840259132682	12.85	12.84	13.03	13.41	13.0933333333333	6080000	24500000	891000	1.06e+08	35.805	27.9266666666667	22.18	28.6372222222222	0.288837950522421	-0.437769172165859	3.36	7.96518856195607	14.53	3.39	79	1.4	0.17	0.05	40.411573691114	3.375	110.4	391.77	286.683333333333	339.226666666667	0.0921009970101553	0.874	0.13	807.219336093309	1583.59663418495	1121.83249484861	239.776004631623	1.44719346909495	1.59285714285714	69.15	61.31	60.33	70.2	65.2475	6669.7553947304	7059.05	6864.4026973652	1	0.626	NA	0.626	9.09	9.09	NA	99.6	53.2967032967033	41.2	1.05820105820106	99.6	47.3575498575499	2.4	4.02574277574278	0	2.77777777777778	1	0.276199574284471	0.144443532649468	0.0886575345900033	0.284148405800221	0.303864907968635	429.173573505916	10.0158832810345	42.98	87.25513	2.38544916363685	0.853	3.67	35.073	1.52	1.85	1.07583497303907	0.741695397	486.6	494.903333333333	487.3	487.89	14.4	12.6966666666667	10.85	12.225	489.173333333333	12.5429166666667	0.754	0.93	0.7	0.76	0.02620320855615
AEW48	AEW48	ALB	forest	12.6	107.158130716208	20.778	20.77798228	20.77799114	NA	0.199113021	93.59	1.08874283941823	NA	0.030019001	230.98	1.59677077407401	12.18	12.58	13.2	13.42	13.0666666666667	175000000	77900000	1640000	2.05e+08	28.6433333333333	34.395	27.425	30.1544444444444	1.07323959289081	1.67573472385201	4.27	0	34.55	4.07	62.7	1.7	0.21	0.08	41.364976537501	4.17	104	442.005	353.05	397.5275	0.938068193398416	0.812	0.14	793.046052676218	1459.43430772503	851.481553118027	435.060921173027	1.84718867239024	1.92142857142857	61.23	64.25	69.28	73.27	67.0075	5505.40126197317	5859.98	5682.69063098658	1	0.866	0.076	0.942	5.1	5.1	NA	90.8	79.114933540159	32.4	0.75187969924812	86	39.7644900828371	2	28.2480764998601	1.6	4.17397660818713	1	0.321913306106592	0.126694279223852	0.107981079269602	0.0832290143217818	0.360045366761072	408.398163741997	13.9583647103023	32.37	88.91088	2.80679508561467	0.978	3.65	29.52	1.46	1.88	1.12897750359289	0.5503310925	476.63	491.253333333333	483.813333333333	478.755	12.215	13.3666666666667	10.3366666666667	12.085	482.612916666667	12.0008333333333	0.874	0.9	0.73	0.88	0.009832036050799
AEW49	AEW49	ALB	forest	NA	162.837009228923	29.649	29.6485372	29.6487686	2.228	0.384686805	101.1	0.7038487655077	0.032	0.033438419	193.07	1.10800681754896	12.65	13.43	13.23	12.95	13.2033333333333	324000000	179000000	609000	8.94e+08	25.9966666666667	27.47	28.34	27.2688888888889	6.48325887627753	4.05333154102576	8.28	12.180746561886	57.84	6.88	77.9	1.4	0.2	0.09	43.8123385472052	7.58	111.3	309.415	337.405	323.41	0.222338523698031	0.126	0.18	1009.65526588235	2154.26268803124	1038.27309204651	380.973976390946	2.22992023700056	1.20714285714286	78.11	80.83	76.6	77.38	78.23	5190.97782339691	5124.15	5157.56391169845	1	1.236	0.094	1.33	22.41	22.61	0	92.8	53.8630952380952	34.8	2.45833333333333	88	32.1547619047619	0	13.1279761904762	3.8	1.07291666666667	1	0.13217919680865	0.178874675195436	0.0983192944754383	0.113855532384283	0.18375690236865	405.928528886309	13.1993683780299	34.3	84.1837	2.52892785898508	1.237	4.987	30.55	1.8	1.98	1.12543089465485	0.598248108	466.48	479.906666666667	342.336666666667	464.235	12.895	17.88	10.7466666666667	14.735	438.239583333333	14.0641666666667	0.476	0.85	0.66	0.57	0.017553793884485
AEW50	AEW50	ALB	forest	15.1	159.916828255715	22.41	22.40976807	22.409884035	NA	0.411760006	31.99	0.372143214371077	NA	0.033908222	238.86	1.72493849904698	13.19	13.58	13.68	13.72	13.66	584000000	130000000	755000	6.75e+08	26.9266666666667	27.5033333333333	25.1633333333333	26.5311111111111	4.7622447604579	6.05922089897723	4.93	21.7543859649123	34.52	4.47	82.2	1.5	0.22	0.09	42.9617591221697	4.7	124	387.523333333333	316.136666666667	351.83	0.789441515803659	0.234	0.17	1018.3519372549	1922.98451832046	1371.99511738693	288.123352957355	2.07080582365704	2.57857142857143	104.76	99.44	98.58	102.83	101.4025	9525.85188935854	8548.87	9037.36094467927	0.976	1.826	3.834	5.66	0	0	NA	95.2	67.6848290598291	30.8	1.80555555555556	85.6	42.4348290598291	4.4	17.1114926739927	16.6	7.32722832722833	1	0.210116433031644	0.157404366690345	0.115620691074364	0.0224623261573343	0.249301135976102	439.576017143754	11.4907848727382	52.17	119.22022	3.88032661345026	1.14	2.43	29.12	2.1	2.22	1.51075518422998	0.7012415235	480.295	492.743333333333	480.963333333333	477.535	8.665	14.83	10.2166666666667	11.53	482.884166666667	11.3104166666667	0.594	0.83	0.61	0.5	0.021245059288538
HEW01	HEW1	HAI	forest	10	75.0849466997344	713.181	713.1814187	713.18120935	0.174	0.174059891	113.92	0.466099632259063	0.036	0.035738374	125.98	0.997145885590931	12.54	12.13	12.85	12.13	12.37	55600000	20700000	302000	53200000	34.36	24.0066666666667	36.0066666666667	31.4577777777778	-0.131000035666976	-0.00312812266092518	4.83	0.757406087753232	25.08	4.55	94.3	1	0.19	0.05	44.8424479433606	4.69	98.1	254.893333333333	398.896666666667	326.895	0.607533263411835	0.428	0.22	486.863415675259	1778.33663736654	639.341809401861	228.057296574025	1.04597455312525	1.35714285714286	47.19	57.17	50.22	53.6	52.045	2807.94904950719	5124.05	3965.9995247536	0.976	3.007	3.534	6.541	6.25	6.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.257836075377814	0.166426335396215	0.0275869975818935	0.0669976622087065	0.282967138917749	420.496181361474	14.9597711961643	30.726	72.63814	2.1751857492341	0.8	5.883	28.115	2.74	2.75	1.22593193159757	0.617723907	NA	NA	494.636666666667	495.875	NA	NA	11.6666666666667	13.41	495.255833333333	12.5383333333333	0.876	0.49	0.74	0.83	0.038765525028227
HEW02	HEW2	HAI	forest	7.7	45.619884883728	57.893	57.89318834	57.89309417	0.434	0.433623041	NA	0.0911087156734658	0.025	0.0252707	NA	0.737982305364209	15.23	15.28	NA	NA	15.28	20700000	70100000	827000	31100000	35.98	28.1	NA	32.04	-0.300660537868483	0.13471735454427	5.16	8.77808556478917	20.52	NA	73.8	1.5	NA	NA	36.5078720349361	5.16	112.3	303.17	NA	303.17	0.134329760703864	NA	0.17	371.52896	1055.18370342767	704.984891737095	181.580421559493	0.513940536662051	1.42857142857143	42.47	46.01	NA	NA	44.24	3386.37079874563	5008.61	4197.49039937281	NA	4.523	14.434	18.957	12.82	12.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	435.478509059923	13.6435725447919	42.946	79.8982	NA	NA	NA	NA	NA	NA	1.51436517972142	0.067658779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	0.032339707536558
