Plot	Plot_bexis	exploratory	habitat	Root_decomposition	Nmic	PNR_2014	PNR_2016	average_PNR	Ammonium_NH4_2014	Ammonium_NH4_2016	MinSoil_Ammonium_NH4_2017	average_NH4	Nitrate_NO3_2014	Nitrate_NO3_2016	MinSoil_Nitrate_NO3_2017	average_NO3	CN_ratio_MinSoil_2011	CN_ratio_MinSoil_2014	CN_ratio_MinSoil_2017	CN_ratio_MinSoil_2021	average_CN_MinSoil	amoA_AOA	amoA_AOB	nxrA_NB	X16S_NS	CN_ratio_OrgLay_2011	CN_ratio_OrgLay_2014	CN_ratio_OrgLay_2017	average_CN_OrgLay	forest_soilNitrateflxs	forest_soilAmmoniaflxs	OlsenPi_2014	NaHCO3_Pi	Pmic	OlsenPi_2021	Upper_MinSoil_CP_ratio	Upper_MinSoil_PS_ratio	OrgLay_orthophosphate	MinSoil_orthophosphate	P_loss	average_OlsenPi	Upper_MinSoil_CS_ratio	O_Horizon_CS_ratio_2014	O_Horizon_CS_ratio_2017	average_O_Horizon_CS_ratio	dung_removal	dung_depletion	hydrophobicity	Cmic	Glu	N_Ac	Xyl	soilCflxs	Organic_layer_thickness	OC_stock_MinSoil_2011	OC_stock_MinSoil_2014	OC_stock_MinSoil_2017	OC_stock_MinSoil_2021	average_OC_stock_MinSoil	Pho_2011	Pho_2014	average_Pho	seed_depletion	Fine_Roots_Biomass	Coarse_Roots_Biomass	Root_Biomass	Browsing_perc_overall	Browsing_perc_broadleaf	Browsing_perc_conifers	Beech_herbivory_canopy_overall	Beech_herbivory_understory_overall	Beech_herbivory_canopy_mining	Beech_herbivory_understory_mining	Beech_herbivory_canopy_chewing	Beech_herbivory_understory_chewing	Beech_herbivory_canopy_sucking	Beech_herbivory_understory_sucking	Beech_herbivory_canopy_galls	Beech_herbivory_understory_galls	Cryptococcus_infestation	chewing_damage	scraping_sucking_damage	mining_damage	gall_damage	total_damaged_area	Fine_Roots_Carbon	Fine_Roots_Nitrogen	Fine_roots_CN_ratio	Soil_respiration_2011	Soil_respiration_2017	Annual_Leaching_P	Annual_Leaching_NH4	Annual_Leaching_NO3	Soil_respiration_2018	Soil_respiration_2019	average_Soil_respiration	Methane_oxidation	Total_litter_C_2015	Total_litter_C_2016	Total_litter_C_2017	Total_litter_C_2018	Total_litter_N_2015	Total_litter_N_2016	Total_litter_N_2017	Total_litter_N_2018	average_Total_litter_C	average_Total_litter_N	caterpillars_predation	OrgLay_waterholding	MinSoil_waterholding	MinSoil_Bulk_density_2011	Barkbeetle_antagonist_ratio
HEW24	HEW24	HAI	forest	21	25.2273895503707	43.519	43.51859091	43.518795455	12.759	4.253143468	117.57	2.24154846813727	0.019	0.006323924	117.08	0.431693140928715	13.74	12.62	13.74	14.64	13.6666666666667	7750000	10200000	198000	7550000	31.445	28.7966666666667	25.3766666666667	28.5394444444444	-0.490798256650881	-0.557837336103902	3.41	9.58228905597327	8.35	4.16	121.3	1	0.18	0.03	44.293449470775	3.785	119.8	301.923333333333	323.09	312.506666666667	0.976387921227762	0.332	0.23	253.259807751938	255.974533952394	219.392322287262	102.559433191652	-0.722422283630394	2.39285714285714	22.16	22.32	24.67	26.98	24.0325	3069.18101562654	5004.36	4036.77050781327	1	1.94	4.62	6.56	3.85	3.85	NA	72.4	74.1369047619048	9.6	0	30	36.3541666666667	5.8	29.985119047619	23	1.80059523809524	2	0.375644925543467	0.130706460606227	0.067340516180711	0.279679026694165	0.445159274339988	479.853676248192	11.8013454311847	42.938	NA	1.32828595582017	0.928	4.56	7.205	2.6	1.83	0.885909252124921	0.717873611	474.45	494.68	482.236666666667	479.265	8.935	13.4933333333333	8.85666666666667	9.02	482.657916666667	10.07625	0.734	0.43	0.8	1.06	0.021494370522006
HEW25	HEW25	HAI	forest	12	73.1348303919013	43.709	43.70899334	43.70899667	0.557	0.556749982	98.45	0.459713152214724	0.018	0.018406375	162.78	0.74530089664458	12.74	12.32	12.8	12.72	12.6133333333333	34500000	41500000	612000	49400000	34.355	24.48	24.94	27.925	-0.158444538688217	-0.00598009805137751	3.41	6.51328921105158	20.21	3.2	112.5	1	0.28	0.04	44.0112664812948	3.305	109.4	252.956666666667	307.883333333333	280.42	0.333086918901036	0.156	0.23	548.069066666667	689.319991335046	406.27	157.521353738279	-0.0808988240242728	1.53571428571429	40.45	37.91	43.96	40.17	40.6225	3990.90399104997	5863.58	4927.24199552499	1	6.211	2.613	8.824	11.11	11.11	NA	66.4	48.2222222222222	9.2	3.72222222222222	29.6	33.4543650793651	3.8	5.13392857142857	20	6.64880952380952	1	0.235161533269962	0.326969149466343	0.0384195456011148	0.351024723785664	0.287149847505558	443.200891038849	13.5756141546342	NA	61.1388	2.72191812406911	1	6.638	17.363	1.98	2.23	1.08769574804888	0.8002509565	474.72	494.39	488.663333333333	478.07	9.025	11.4633333333333	12.0333333333333	11.13	483.960833333333	10.9129166666667	0.48	0.3	0.7	0.79	0.01118657610867
HEW26	HEW26	HAI	forest	1	23.7576533519787	32.862	32.86198261	32.861991305	0.914	0.914292909	69.01	0.395516402346816	0.019	0.019164811	114.88	0.64664269662199	14.95	14.83	14.26	15.32	14.8033333333333	12000000	6560000	266000	38700000	34.075	29.06	27.5066666666667	30.2138888888889	-0.245307570313609	-0.552038319476649	3.24	6.31995007281049	9.98	3.94	125.3	1.1	0.17	0.03	44.0699067851685	3.59	135	323.083333333333	343.536666666667	333.31	0.945047075753328	0.228	0.16	197.084018136925	313.264975716851	283.995280984974	177.927364289318	-0.342100942023152	1.57142857142857	24.79	22.66	25.49	26.76	24.925	2243.8833665532	4850.82	3547.3516832766	1	2.13	1.456	3.586	25.64	25.64	NA	68.8	70.3383458646616	11.6	3.94736842105263	28.8	51.6416040100251	9.4	3.03258145363408	18.8	15.5827067669173	1	0.501547412921713	0.448930712462339	0.0258931864389156	0.0863587666271611	0.57129812513163	476.011812269773	10.4661798494296	43.289	34.78142	1.52644928737328	1.13	8.817	8.8	2.49	2.01	0.859341884547408	0.5177837725	475.055	496.266666666667	481.48	475.005	8.65	13.17	10.39	10.69	481.951666666667	10.725	0.838	0.39	0.73	1.1	0.01987396994668
HEW27	HEW27	HAI	forest	9.5	107.867513381176	155.168	155.1682147	155.16810735	0.223	0.222663269	90.74	0.383072108106015	0.026	0.026211698	202.02	0.991311253776126	12.93	13.36	13.4	13.49	13.4166666666667	12000000	22800000	712000	1.18e+08	39.415	32.055	33.02	34.83	0.381795391844507	-0.39765138500683	5.36	8.41687552213868	29.6	4.4	137.2	0.8	0.25	0.03	44.56854674353	4.88	108.6	311.07	391.26	351.165	0.961847550251458	0.424	0.11	747.791650184739	1381.32	746.620421452145	203.975914585214	0.828746264338119	1.57142857142857	51.11	50.16	56.31	62.06	54.91	2779.58604916348	4285.12	3532.35302458174	1	2.395	1.919	4.314	7.41	7.41	NA	76.8	62.5281593406593	12	0.801282051282051	26.8	46.0141941391941	2.8	1.89022435897436	33.4	10.8771749084249	1	0.543618428303739	0.16240124169525	0.0352667680758611	0.00181211766320107	0.494905233545125	433.972012035397	10.3540228746598	39.125	68.10924	1.83112956586364	0.93	3.863	31.208	1.71	3.04	1.07525512396553	0.302327474	476.135	486.573333333333	487.53	478.075	9.57	9.93	10.71	12.265	482.078333333333	10.61875	0.92	0.35	0.74	0.77	0.016058394160584
HEW28	HEW28	HAI	forest	13.1	55.908942799475	186.16	186.1599872	186.1599936	0.253	0.253373896	118.1	0.493364636893507	0.014	0.013842512	168.91	0.672247176055712	13.81	13.23	13.83	12.26	13.1066666666667	22400000	7930000	85000	73900000	38.73	26.345	26.2	30.425	0.0300732466780277	-0.440145818324569	4.77	0	12.96	3.83	113.4	0.9	0.37	0.04	44.4188861789428	4.3	104.8	283.66	328.85	306.255	0.693133234916396	0.234	0.13	365.377506659026	800.522239804891	577.858734535184	138.662063530185	0.0800549734615099	1.71428571428571	45.36	35.96	52.98	42.46	44.19	1988.66506383042	1458.99	1723.82753191521	1	1.154	1.691	2.845	0	0	NA	76.8	52.4816759812337	8.8	5.07468866988991	32.8	41.0762156864545	1.8	0.812126470021207	32.4	7.23142743377153	2	0.392856162649479	0.59217734744984	0.0386638645819797	0	0.52827134572737	457.797152583013	9.3055495203636	53.098	42.18166	2.25275949490682	1.12	3.8	20.54	2.93	2.66	1.1030370612203	0.3199951985	473.81	493.996666666667	487.796666666667	480.13	8.275	14.7266666666667	10.79	12.31	483.933333333333	11.5254166666667	0.92	0.27	0.73	0.9	0.011431837667905
HEW29	HEW29	HAI	forest	NA	19.3628360253746	38.394	38.39352645	38.393763225	0.525	0.525434071	83.11	0.395750716795688	0.016	0.016146593	107.1	0.56933105190144	13.95	13.52	13.58	14.29	13.7966666666667	99100000	13000000	590000	8730000	31.26	23.3533333333333	23.07	25.8944444444444	-0.478436434659652	0.337207607266385	5.3	20.8066701406983	11.51	6.5	95.5	1.2	0.33	0.07	44.3607129123702	5.9	112.3	239.736666666667	296.276666666667	268.006666666667	0.330151831280078	0.178	0.17	228.954640045584	217.188792100279	231.741223980311	109.784117870661	-0.705734546411612	2.10714285714286	26.32	26.12	33.64	33.48	29.89	2589.09426938401	3815.36	3202.22713469201	0.968	1.036	3.091	4.127	0	0	NA	76	74.2361111111111	13.6	1.11111111111111	42.8	65.8055555555556	7.6	12.1458333333333	21.4	1.875	1	0.438340037295435	0.306404768937116	0.0773680241979085	0.62553306127215	0.465520383533226	481.495503003437	14.8465665794985	35.491	25.86958	2.17319178334363	0.87	4.18	19.325	2.6	1.96	0.89978862451215	0.351375282	479.515	494.416666666667	482.976666666667	472.155	8.515	11.4433333333333	8.49666666666667	11.18	482.265833333333	9.90875	0.898	0.37	0.71	1.01	0.010381593714927
HEW30	HEW30	HAI	forest	12.1	39.133601038874	10.792	10.79222278	10.79211139	0.57	0.570446897	74.83	0.36994116848707	0.018	0.018101313	179.21	0.779176031247926	12.57	12.47	12.64	12.78	12.63	9980000	6420000	380000	1.3e+07	30.69	23.5666666666667	21.3866666666667	25.2144444444444	-0.446509591603424	-0.572572542287905	4.62	5.87111479486117	11.44	4.58	81.4	1.3	0.31	0.06	43.3178850632256	4.6	105.5	247.763333333333	268.906666666667	258.335	0.416703387711006	0.27	0.2	389.710220732984	202.025710596887	280.400181695076	96.4820645128355	-0.717242438318754	3	34.31	32.25	37.21	31.44	33.8025	2483.20668423086	5035.54	3759.37334211543	0.784	1.414	5.63	7.044	0	0	NA	68.4	70.2002164502164	15.2	0	38	62.8841991341991	3.6	9.61489898989899	15.4	2.71374458874459	1	0.304296407170945	0.301732644653872	0.183110335597499	0.148850546321517	0.376082991851454	471.020767620568	13.5440549664847	40.626	31.391835	2.16812054748932	0.68	5.273	28.38	2.84	2.38	1.0003328540914	0.5194345175	479.975	493.933333333333	482.616666666667	487.385	9.195	13.6466666666667	9.23666666666667	13.445	485.9775	11.3808333333333	0.56	0.27	0.69	0.91	0.014374295377678
HEW31	HEW31	HAI	forest	11.6	23.2079319720661	7.799	7.798563906	7.798781953	1.878	1.878014606	139.09	0.802179544754227	0.014	0.014283836	80.59	0.469598505027062	12.63	12.69	13.08	12.76	12.8433333333333	1310000	6910000	578000	17100000	29.925	23.49	21.1	24.8383333333333	-0.412711174988727	-0.650336404600905	4.32	21.1488960971016	14.41	4.8	75.2	1.5	0.29	0.07	42.5281699622814	4.56	110.2	263.68	273.56	268.62	0.984131596315953	0.268	0.24	315.041449017713	369.763091462676	318.405009984314	138.741727069996	-0.423322158074978	2	33.88	34.92	42.14	35.81	36.6875	3091.04470589153	4464.94	3777.99235294576	1	1.495	4.04	5.535	0	0	NA	61.6	70.9285714285714	10	1.66666666666667	35.6	49.1190476190476	1.2	13.0535714285714	15	9.59523809523809	1	0.230141756372738	0.254853620722856	0.105081268441659	0.299212012249987	0.300159470536795	497.184308166563	12.0549340153831	47.946	39.6607	2.27100834848378	0.303	3.985	11.735	2.67	1.56	0.940315535852968	0.461064064	471.645	488.823333333333	474.95	475.68	9.675	14.1366666666667	9.86	12.77	477.774583333333	11.6104166666667	0.6	0.32	0.76	0.63	0.01551123773346
HEW32	HEW32	HAI	forest	10.7	25.9824740063668	10.408	10.40750057	10.407750285	0.998	0.99833714	176.71	0.824901043243818	0.024	0.023990241	341.39	1.28024974266693	12.84	13.05	13.67	13.73	13.4833333333333	103000000	6810000	961000	8870000	32.385	25.0366666666667	23.57	26.9972222222222	-0.474418056137057	0.315437528452599	2.52	7.29488391637777	7.57	5.32	114.4	0.9	0.21	0.05	44.062633601769	3.92	100.6	265.49	290.173333333333	277.831666666667	0.535900945889954	0.316	0.19	195.062619259259	364.652543230818	375.985845620853	144.586383731241	-0.348134705315387	1.75	37.09	44.08	49.21	49.92	45.075	4432.04635430287	9635.52	7033.78317715144	1	2.368	5.388	7.756	0	0	NA	62	57.9861111111111	9.6	0	48.8	47.9305555555556	3.6	5.5	5	2.11111111111111	1	0.223988738683547	0.287181854893876	0.0807581508062904	0.0464022920697385	0.292313624202845	464.869125848665	16.0665873890568	42.265	23.124215	1.99314774166323	0.298	6.253	52.713	2.52	2.12	0.874179577275876	0.532174466	481.725	495.55	487.213333333333	480.725	9.2	12.98	9.88	12.755	486.303333333333	11.20375	0.446	0.28	0.68	0.93	0.009381898454746
HEW33	HEW33	HAI	forest	3.9	30.211227631244	22.324	22.32355322	22.32377661	0.294	0.293681177	98.71	0.423913993826093	0.016	0.015763389	102.64	0.55214462106128	14.18	14.73	15.63	14.76	15.04	4900000	15400000	429000	36800000	44.4	40.125	31.9933333333333	38.8394444444444	-0.25896691178865	-0.535496862212025	5.36	7.63993316624896	11.27	4.32	130.4	1	0.36	0.04	44.3765651459121	4.84	133.3	446.225	389.11	417.6675	0.818153102808434	0	0.18	276.709402892929	397.092488678789	233.133273220321	114.901115504911	-0.580384570219359	1	28.18	31	39.09	35.11	33.345	2967.67317138836	3340.59	3154.13158569418	1	2.443	3.03	5.473	8.05	8.05	NA	78.8	81.833152958153	16	6.55176767676768	58	48.2941919191919	2.8	5.68253968253968	21.4	25.6634199134199	2	0.388897647919168	0.503540999439189	0.0450986477838436	0.22488781038634	0.464265290504404	439.030097306475	12.794173509358	35.214	35.92656	2.05639082078744	0	4.655	2.753	2.5	2.42	0.973186936511447	0.4606500655	473.695	493.83	480.616666666667	478.69	8.395	13.0866666666667	9.48333333333333	12.7	481.707916666667	10.91625	0.734	0.31	0.71	1.03	0.020814479638009
HEW34	HEW34	HAI	forest	0.9	63.0242518708161	47.903	47.90339567	47.903197835	0.398	0.397844665	120.89	0.524476461842828	0.022	0.022109017	283.15	1.10467790498249	11.84	12.21	12.35	12.08	12.2133333333333	3340000	2320000	699000	70700000	36.135	30.075	27.525	31.245	0.00973757767718893	-0.674673261266099	5.24	13.413771583108	23.19	4.03	86.3	1.2	0.27	0.05	43.794923295315	4.635	106.3	336.63	380	358.315	0.311232996392147	0.08	0.23	489.500442624	762.988450740604	489.63452761658	262.281631715708	0.437998999111419	1.53571428571429	38.77	41.76	40.1	40.17	40.2	4007.88768926458	5066.97	4537.42884463229	1	1.744	6.79	8.534	50	50	NA	68.8	95.1190476190476	7.6	2.25	33.6	88.4523809523809	2.4	0.357142857142857	20.6	17.9166666666667	1	0.349223791584313	0.552854244034889	0.071799952290372	0.103385654512893	0.425514057672219	444.730526498529	12.4833252015244	41.826	44.87348	1.61502156912081	1.143	8.108	34.055	2.64	2.23	0.959601432457018	0.511862609	472.645	495.223333333333	481.46	473.655	10.725	15.13	9.92666666666667	11.63	480.745833333333	11.8529166666667	0.94	0.52	0.7	0.83	0.010689564531674
HEW35	HEW35	HAI	forest	6.7	75.1887607302804	23.034	23.03439929	23.034199645	0.413	0.41318336	111.48	0.490086550141668	0.019	0.019291768	139.72	0.707942956530913	12.44	11.47	12.19	13.16	12.2733333333333	1920000	3980000	319000	3.7e+07	30.895	23.6733333333333	28.4266666666667	27.665	-0.258259173888389	-0.672391680953737	4.61	8.01477377654663	17.32	5	70.7	1.4	0.33	0.06	43.2032580963471	4.805	96.9	243.05	354.743333333333	298.896666666667	0.723135192242038	0.378	0.37	476.683482961379	704.804178854033	524.226485751258	175.989994269863	0.112707370597083	2.42307692307692	37.09	29.99	40.64	41.78	37.375	4281.64635442917	4632.08	4456.86317721459	1	0.964	2.773	3.737	0	0	NA	73.6	73.375	10	3.625	63.2	59.8333333333333	3	7.5	2.2	5.20833333333333	1	0.467998579457755	0.171660884448867	0.0570590032648479	0.191391484214936	0.479582219319784	435.721880441136	16.9959631761853	36.222	40.46269	2.15964270539969	0.313	4.638	19.81	1.84	2.44	0.93112505812469	0.730209594	472.715	489.193333333333	478.446666666667	471.06	10.215	14.0033333333333	10.6133333333333	10.045	477.85375	11.2191666666667	0.68	0.3	0.71	0.84	0.012371134020619
HEW36	HEW36	HAI	forest	2.6	72.1437398831576	65.317	65.31749305	65.317246525	1.218	1.21758795	71.4	0.447329504984262	0.009	0.009089277	36.87	0.264732254648713	12.84	13.45	13.71	13.54	13.5666666666667	18900000	1700000	215000	16300000	33.79	26.6633333333333	29.3033333333333	29.9188888888889	-0.421856721410991	-0.532644886821573	5.14	10.2704969595303	19.6	2.6	96.1	1.2	0.23	0.04	44.4121604450731	3.87	117.7	272.143333333333	367.856666666667	320	0.755818966842987	0.226	0.25	509.20421179883	483.25	530.08	134.608760953823	-0.166466483470699	1.67857142857143	38.51	38.81	44.54	39.31	40.2925	4832.78523688392	6271.92	5552.35261844196	1	5.634	6.666	12.3	NA	NA	NA	68.8	70.211038961039	11.2	0	31.2	52.5281385281385	3.4	2.23809523809524	24	14.1569264069264	1	0.467881467352402	0.391261953449504	0.10545302396412	0.208715791257363	0.499636137942167	434.681332977197	9.69880761155329	47.476	48.21645	2.54076282787112	0	3.893	14.438	2.62	2.47	1.10749286520116	0.7306915455	472.175	480.396666666667	474.603333333333	477.255	8.02	11.1966666666667	9.17666666666667	12.24	476.1075	10.1583333333333	0.492	0.39	0.75	0.96	0.00890963088672
HEW37	HEW37	HAI	forest	6.4	75.2618198732591	19.009	19.00940337	19.009201685	1.065	1.06534363	97.53	0.52724125255691	0.018	0.018423452	126.61	0.659503155551163	12.62	12.91	13.74	13.59	13.4133333333333	173000000	14000000	556000	1.08e+08	40.485	32.4	31.05	34.645	0.301931101677253	1.04925079641598	4.01	8.91714434601355	15.96	5.16	99.7	1.2	0.35	0.04	44.7719390461697	4.585	116.4	390.335	395.883333333333	393.109166666667	0.293156788071437	0.132	0.24	533.836303495311	386.143606771179	332.67	111.148504047907	-0.503852993656636	1.96428571428571	32.24	32.67	36.75	37.12	34.695	4367.08873295363	5271.02	4819.05436647682	1	1.612	2.067	3.679	13.92	13.92	NA	62.8	77.2613636363636	9.6	0	33.2	61.4724025974026	1.6	0	19.4	17.6931818181818	1	0.564305054794754	0.174059090523369	0.0862139403658612	0.0972223964446646	0.56827945058769	446.082330928293	12.9183961948148	50.894	46.25261	2.44054008018645	0	1.71	20.425	2.58	1.92	1.020682187901	0.6712422285	477.87	492.403333333333	479.846666666667	477.255	8.48	13.9233333333333	9.61	11.91	481.84375	10.9808333333333	0.92	0.36	0.7	NA	0.011224297302396
HEW38	HEW38	HAI	forest	3	80.2588801995192	113.458	113.4581511	113.45807555	0.169	0.169067189	118.55	0.483353640200235	0.026	0.025744175	440.24	1.55029740360812	13.04	13.49	13.45	13.13	13.3566666666667	18500000	15300000	445000	99900000	39.075	31.56	28.4966666666667	33.0438888888889	0.237361813910089	-0.407157969641671	6.46	18.8134351784033	18.48	4.62	109	1	0.19	0.05	43.7693157191604	5.54	112.7	354.22	353.546666666667	353.883333333333	0.649056048075687	0.078	0.23	580.069547707317	972.81286663372	547.851639101633	270.064026322726	0.646209649795296	2.14285714285714	54.6	61.22	70.42	56.39	60.6575	3805.54862931765	5334.44	4569.99431465882	1	3.247	5.203	8.45	25	25	NA	72	87.962962962963	6	0	51.6	72.2222222222222	7.2	0.925925925925926	12.8	22.2222222222222	1	0.521253479226534	0.290575719128312	0.0732271690452808	0.07772276209583	0.537679077887288	463.262288472104	19.3985201033067	28.604	45.10444	3.51595852479851	0	3.44	48.757	2.23	1.62	1.06579891966033	0.338994339	473.68	488.543333333333	477.326666666667	465.2	7.335	14.8933333333333	8.23333333333333	12.86	476.1875	10.8304166666667	0.934	0.4	0.64	0.82	0.009555741827326
HEW39	HEW39	HAI	forest	5.3	47.0724912840173	48.428	48.42822713	48.428113565	1.828	1.827919617	84.88	0.584971635456589	0.012	0.012212199	177.25	0.659449151930865	12.64	14.18	12.37	14.23	13.5933333333333	4030000	21600000	604000	35100000	34.525	26.3766666666667	28.9866666666667	29.9627777777778	-0.270959137320854	-0.484826766108322	7.49	24.0168421052632	18.11	5.61	76.7	1.6	0.31	0.05	44.1735081114736	6.55	121.1	345.526666666667	361.193333333333	353.36	0.540570244259199	0	0.16	422.50527	441.520293503172	411.969472974989	131.571458965898	-0.317352738939868	1.57142857142857	32.33	33.24	38.87	45.83	37.5675	3907.0579775051	3609.09	3758.07398875255	0.984	1.674	9.546	11.22	27.78	27.78	NA	70.4	80.3273809523809	12	1.66666666666667	40.8	56.4047619047619	3.2	12.0625	14.6	26.4613095238095	1	0.490346328255791	0.194095134175429	0.0561489809631224	0.103050628887109	0.505695573220952	447.007764003098	13.3693539977987	42.458	48.1195	2.66643135377182	0.52	17.84	23.045	2.15	2.8	1.10293502603994	0.44953217	470.465	490.513333333333	482.73	469.095	10.945	15.6466666666667	10.3833333333333	12.325	478.200833333333	12.325	0.72	0.55	0.68	NA	0.017799352750809
HEW40	HEW40	HAI	forest	5.9	115.615340499397	454.473	454.4729497	454.47297485	0.167	0.166989626	60.12	0.25649951503746	0.027	0.026692258	197.15	0.99030674007669	12.06	12.39	13.47	12.05	12.6366666666667	173000000	4360000	2e+05	1.08e+08	39.55	30.1466666666667	32.255	33.9838888888889	0.299131605093998	0.957607320536114	5.7	5.82706766917293	30.41	4.12	98.7	1	0.38	0.07	44.2348056175328	4.91	96.9	303.68	420.17	361.925	0.893944841063091	0.29	0.27	717.42977788377	1862.59841440372	767.562125234921	257.234506726836	1.32996955834619	2.39285714285714	50.12	56.64	53.1	46.75	51.6525	4009.53319700807	4031.4	4020.46659850404	1	2.818	2.686	5.504	24.24	24.24	NA	72.4	85.8333333333333	14.8	1.25	42.8	55.8333333333333	2.6	4.58333333333333	18	32.5	1	0.583549101427691	0.372832887846128	0.120714218958284	0.0890810014402683	0.616073667544441	422.663835569393	14.8883107127022	37.876	68.38961	3.50470724825372	0	2.915	41.155	2.18	1.93	1.20338414911	0.5020584215	436.475	479.856666666667	472.6	468.42	12.19	17.6466666666667	13.1133333333333	13.845	464.337916666667	14.19875	0.776	0.46	0.75	0.83	0.011549978611151
HEW41	HEW41	HAI	forest	NA	42.6057603435309	51.365	51.36517694	51.36508847	2.955	2.954940615	54.84	0.626211260462568	0.025	0.02483433	100.23	0.723069586137721	12.53	11.97	12.7	14.15	12.94	2090000	1530000	60300	27900000	30.68	24.01	23.7266666666667	26.1388888888889	-0.331853692634773	-0.694066693921174	2.7	3.59011477613484	11.67	4.51	100	1.1	0.33	0.05	44.8558726519565	3.605	111	254.86	310.293333333333	282.576666666667	1.08054217904987	0.122	0.17	351.021814857143	332.71	205.086814698906	95.0092009534333	-0.720155950793984	2.07142857142857	24.63	24.78	31.89	36.36	29.415	2682.6807186576	3207.53	2945.1053593288	1	3.313	5.435	8.748	8.57	8.57	NA	81.2	80	4	0	42	46.6111111111111	1.8	4.90277777777778	35.8	29.8194444444444	1	0.515636857400581	0.342030622431265	0.15961541846235	0.131769246272176	0.610139405020131	456.515695613613	12.0967510289201	43.89	31.72595	2.1120196422863	0.46	3.535	6.215	3.05	2.2	1.00013499526171	0.471285913	471	492.07	482.33	476.145	10.91	16.5066666666667	11.1833333333333	10.675	480.38625	12.31875	0.58	0.37	0.71	1.09	0.016844112505959
HEW42	HEW42	HAI	forest	5.9	22.5615940308086	94.014	94.01356314	94.01378157	2.559	2.558972579	141.79	0.907956618470257	0.019	0.018553077	274.39	1.01581324429744	14.34	14.02	14.62	15.27	14.6366666666667	17500000	5150000	294000	22100000	32.715	23.24	27.22	27.725	-0.37562570901504	-0.513156388320149	6.28	6.03812681309573	7.97	4.94	120.5	1.1	0.17	0.04	43.8747781661245	5.61	129.8	283.33	352.67	318	1.01879364981322	0.222	0.18	231.113677374784	190.327860743833	219.999808006995	146.710941198905	-0.593673854259564	3.10714285714286	23.74	25.11	31.24	34.49	28.645	2312.9469101289	2095.71	2204.32845506445	1	1.894	2.696	4.59	0	0	NA	65.6	88.7893772893773	8.8	2.66666666666667	25.2	59.5608058608059	5.6	16.5252747252747	18.2	24.3732600732601	1	0.508102908074928	0.315018914001397	0.173940365813521	0.319710103215739	0.665182702116408	456.466583539335	13.2794917765277	51.582	24.63423	1.40661366086602	0.337	3.393	18.51	2.46	2.61	0.860461673109756	0.549325421	470.59	490.36	479.21	473.545	8.925	13.64	8.57666666666667	9.12	478.42625	10.0654166666667	0.548	0.34	0.79	1.05	0.013934779485706
HEW43	HEW43	HAI	forest	6.4	125.137762637442	78.076	78.07641673	78.076208365	0.27	0.269800428	33.21	0.166565561447851	0.015	0.014868001	51.02	0.411580459099242	12.84	13.21	13.71	13.01	13.31	6770000	919000	50900	10800000	36.585	29.63	31.6266666666667	32.6138888888889	-0.466397812976208	-0.655384401042006	5.98	7.16615067079464	43.73	5.53	143	0.8	0.27	0.05	44.705777405374	5.755	118.7	325.045	346.85	335.9475	0.918497735869639	0.038	0.15	868.563192067606	1851.17474936825	915.429442600667	216.642973008967	1.31453409011881	1.25	51.63	50.52	66.64	52.92	55.4275	4128.613855077	3206.78	3667.6969275385	1	12.301	9.681	21.982	NA	NA	NA	77.6	NA	21.6	NA	59.2	NA	7	NA	5.8	NA	1	0.273210823650348	0.29818832800093	0.100892660280918	0.0267299785343792	0.30866479150909	405.759860968799	10.9057259683514	36.758	65.9842	2.03043074772193	0	3.248	1.32	2.73	3.03	1.20749695542909	0.2682560155	469.005	481.93	476.48	476.84	11.56	11.0266666666667	9.67	13.77	476.06375	11.5066666666667	0.584	0.38	0.67	0.89	0.028052805280528
HEW44	HEW44	HAI	forest	6.7	106.793493269846	69.868	69.86789769	69.867948845	0.286	0.285929797	139.18	0.579725042913509	0.023	0.022571615	95.63	0.668628271984648	13.42	13.53	14.27	13.46	13.7533333333333	33600000	6890000	145000	46100000	33.82	28.2766666666667	28.4366666666667	30.1777777777778	-0.188067301691372	-0.343558918434584	5.62	6.38582758265527	29.97	4.13	116.6	1.1	0.18	0.05	44.3654443375897	4.875	126.1	334.866666666667	323.583333333333	329.225	0.0512924732927535	0.104	0.16	680.456029506103	879.363656991064	606.68	130.023403813916	0.121492690262863	1.36538461538462	47.59	43.8	56.1	41.81	47.325	4382.31176415943	4128.9	4255.60588207972	1	8.577	17.811	26.388	0	0	NA	70	NA	21.6	NA	54.4	NA	2.2	NA	10	NA	1	0.254169700452942	0.129588184025761	0.1445486377052	0.0754679866787978	0.265626343838363	447.837666634533	10.7363542905975	42.607	84.04958	3.40217638016422	0	3.76	1.433	2.59	2.55	1.38288905687939	0.492247511	469.05	486.1	481.926666666667	475.53	11.775	12.37	9.66333333333333	13.13	478.151666666667	11.7345833333333	0.72	0.3	0.67	0.88	0.014446227929374
